,url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,pull_request,body,performed_via_github_app
0,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/159,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/159/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/159/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/159/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/159,677321210,MDExOlB1bGxSZXF1ZXN0NDY2NDU2OTIz,159,Update random_forest_guided_example.ipynb,"{'login': 'rjmartinez23', 'id': 12868357, 'node_id': 'MDQ6VXNlcjEyODY4MzU3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/12868357?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rjmartinez23', 'html_url': 'https://github.com/rjmartinez23', 'followers_url': 'https://api.github.com/users/rjmartinez23/followers', 'following_url': 'https://api.github.com/users/rjmartinez23/following{/other_user}', 'gists_url': 'https://api.github.com/users/rjmartinez23/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rjmartinez23/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rjmartinez23/subscriptions', 'organizations_url': 'https://api.github.com/users/rjmartinez23/orgs', 'repos_url': 'https://api.github.com/users/rjmartinez23/repos', 'events_url': 'https://api.github.com/users/rjmartinez23/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rjmartinez23/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200812,20200812,20200812,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/159', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/159', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/159.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/159.patch'}",Closes Thinkful-Ed/data-science#938,
1,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/158,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/158/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/158/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/158/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/158,674719740,MDExOlB1bGxSZXF1ZXN0NDY0MzYwMjE4,158,Update model_prep_feature_engineering_2.ipynb,"{'login': 'rjmartinez23', 'id': 12868357, 'node_id': 'MDQ6VXNlcjEyODY4MzU3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/12868357?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rjmartinez23', 'html_url': 'https://github.com/rjmartinez23', 'followers_url': 'https://api.github.com/users/rjmartinez23/followers', 'following_url': 'https://api.github.com/users/rjmartinez23/following{/other_user}', 'gists_url': 'https://api.github.com/users/rjmartinez23/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rjmartinez23/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rjmartinez23/subscriptions', 'organizations_url': 'https://api.github.com/users/rjmartinez23/orgs', 'repos_url': 'https://api.github.com/users/rjmartinez23/repos', 'events_url': 'https://api.github.com/users/rjmartinez23/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rjmartinez23/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,2,20200807,20200810,20200810,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/158', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/158', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/158.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/158.patch'}",Closes #Thinkful/data-science1239,
2,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/157,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/157/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/157/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/157/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/157,672362809,MDExOlB1bGxSZXF1ZXN0NDYyNDEzNTk4,157,Closes Thinkful-Ed/data-science#1408,"{'login': 'kfarbman', 'id': 28489824, 'node_id': 'MDQ6VXNlcjI4NDg5ODI0', 'avatar_url': 'https://avatars3.githubusercontent.com/u/28489824?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/kfarbman', 'html_url': 'https://github.com/kfarbman', 'followers_url': 'https://api.github.com/users/kfarbman/followers', 'following_url': 'https://api.github.com/users/kfarbman/following{/other_user}', 'gists_url': 'https://api.github.com/users/kfarbman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/kfarbman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/kfarbman/subscriptions', 'organizations_url': 'https://api.github.com/users/kfarbman/orgs', 'repos_url': 'https://api.github.com/users/kfarbman/repos', 'events_url': 'https://api.github.com/users/kfarbman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/kfarbman/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200803,20200804,20200804,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/157', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/157', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/157.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/157.patch'}",Changed out the link for z-test,
3,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/156,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/156/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/156/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/156/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/156,668817346,MDExOlB1bGxSZXF1ZXN0NDU5MjU5Nzky,156,Fix issue,"{'login': 'summerofgeorge', 'id': 25084690, 'node_id': 'MDQ6VXNlcjI1MDg0Njkw', 'avatar_url': 'https://avatars1.githubusercontent.com/u/25084690?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/summerofgeorge', 'html_url': 'https://github.com/summerofgeorge', 'followers_url': 'https://api.github.com/users/summerofgeorge/followers', 'following_url': 'https://api.github.com/users/summerofgeorge/following{/other_user}', 'gists_url': 'https://api.github.com/users/summerofgeorge/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/summerofgeorge/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/summerofgeorge/subscriptions', 'organizations_url': 'https://api.github.com/users/summerofgeorge/orgs', 'repos_url': 'https://api.github.com/users/summerofgeorge/repos', 'events_url': 'https://api.github.com/users/summerofgeorge/events{/privacy}', 'received_events_url': 'https://api.github.com/users/summerofgeorge/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200730,20200730,20200730,COLLABORATOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/156', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/156', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/156.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/156.patch'}",Closes issue https://github.com/Thinkful-Ed/data-analytics-bootcamp/issues/1318,
4,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/155,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/155/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/155/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/155/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/155,667500512,MDExOlB1bGxSZXF1ZXN0NDU4MTU1Mzg3,155,Update 6.1.1 Intro to Time.ipynb,"{'login': 'rjmartinez23', 'id': 12868357, 'node_id': 'MDQ6VXNlcjEyODY4MzU3', 'avatar_url': 'https://avatars3.githubusercontent.com/u/12868357?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rjmartinez23', 'html_url': 'https://github.com/rjmartinez23', 'followers_url': 'https://api.github.com/users/rjmartinez23/followers', 'following_url': 'https://api.github.com/users/rjmartinez23/following{/other_user}', 'gists_url': 'https://api.github.com/users/rjmartinez23/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rjmartinez23/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rjmartinez23/subscriptions', 'organizations_url': 'https://api.github.com/users/rjmartinez23/orgs', 'repos_url': 'https://api.github.com/users/rjmartinez23/repos', 'events_url': 'https://api.github.com/users/rjmartinez23/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rjmartinez23/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200729,20200729,20200729,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/155', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/155', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/155.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/155.patch'}",Closes #Thinkful-ed/data-science#1372,
5,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/154,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/154/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/154/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/154/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/154,665273036,MDExOlB1bGxSZXF1ZXN0NDU2MzczMTM3,154,Closes Thinkful-Ed/data-science#1369,"{'login': 'kfarbman', 'id': 28489824, 'node_id': 'MDQ6VXNlcjI4NDg5ODI0', 'avatar_url': 'https://avatars3.githubusercontent.com/u/28489824?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/kfarbman', 'html_url': 'https://github.com/kfarbman', 'followers_url': 'https://api.github.com/users/kfarbman/followers', 'following_url': 'https://api.github.com/users/kfarbman/following{/other_user}', 'gists_url': 'https://api.github.com/users/kfarbman/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/kfarbman/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/kfarbman/subscriptions', 'organizations_url': 'https://api.github.com/users/kfarbman/orgs', 'repos_url': 'https://api.github.com/users/kfarbman/repos', 'events_url': 'https://api.github.com/users/kfarbman/events{/privacy}', 'received_events_url': 'https://api.github.com/users/kfarbman/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200724,20200727,20200727,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/154', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/154', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/154.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/154.patch'}",Added reasoning behind dividing by 255,
6,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/153,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/153/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/153/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/153/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/153,664869841,MDExOlB1bGxSZXF1ZXN0NDU2MDM3MzY3,153,Copyedit 0709,"{'login': 'catalinabaker', 'id': 59708834, 'node_id': 'MDQ6VXNlcjU5NzA4ODM0', 'avatar_url': 'https://avatars0.githubusercontent.com/u/59708834?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/catalinabaker', 'html_url': 'https://github.com/catalinabaker', 'followers_url': 'https://api.github.com/users/catalinabaker/followers', 'following_url': 'https://api.github.com/users/catalinabaker/following{/other_user}', 'gists_url': 'https://api.github.com/users/catalinabaker/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/catalinabaker/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/catalinabaker/subscriptions', 'organizations_url': 'https://api.github.com/users/catalinabaker/orgs', 'repos_url': 'https://api.github.com/users/catalinabaker/repos', 'events_url': 'https://api.github.com/users/catalinabaker/events{/privacy}', 'received_events_url': 'https://api.github.com/users/catalinabaker/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200724,20200807,20200805,COLLABORATOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/153', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/153', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/153.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/153.patch'}","Hey @summerofgeorge! My editor has wrapped up her first round of Jupyter Notebook edits, yay! :-) Let me see if I can semi organize these thoughts for you: 
- This round, she worked on DA, DS, and PM (though you don't have to worry about PM, she just applied her changes across all three). In DA and DS, she worked on the files in Python I and a few in Python II. 
- We still have a bunch more to go, but I'd love to get your eyes on a few of the changes before we continue on. (You definitely don't have to review everything -- I'd recommend just spot-checking a few files to get a sense. But you can also review them all if you'd like!) 
- I'd also like to get your blessing before we merge this first round of Notebook commits -- next time, you don't need to review, unless you want to. 
- I've also added a couple of comments to the files, too, which you'll see. 

Lmk if you have any questions, thanks so much for all your help with this!",
7,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/152,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/152/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/152/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/152/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/152,663169072,MDExOlB1bGxSZXF1ZXN0NDU0NjMyMDk5,152,Update working_with_dictionaries.ipynb,"{'login': 'John-Dennis-AI', 'id': 54513545, 'node_id': 'MDQ6VXNlcjU0NTEzNTQ1', 'avatar_url': 'https://avatars3.githubusercontent.com/u/54513545?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/John-Dennis-AI', 'html_url': 'https://github.com/John-Dennis-AI', 'followers_url': 'https://api.github.com/users/John-Dennis-AI/followers', 'following_url': 'https://api.github.com/users/John-Dennis-AI/following{/other_user}', 'gists_url': 'https://api.github.com/users/John-Dennis-AI/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/John-Dennis-AI/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/John-Dennis-AI/subscriptions', 'organizations_url': 'https://api.github.com/users/John-Dennis-AI/orgs', 'repos_url': 'https://api.github.com/users/John-Dennis-AI/repos', 'events_url': 'https://api.github.com/users/John-Dennis-AI/events{/privacy}', 'received_events_url': 'https://api.github.com/users/John-Dennis-AI/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200721,20200721,20200721,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/152', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/152', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/152.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/152.patch'}",closes https://github.com/Thinkful-Ed/data-science/issues/1255 for DS content,
8,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/151,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/151/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/151/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/151/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/151,663165248,MDExOlB1bGxSZXF1ZXN0NDU0NjI4OTE5,151,Update working_with_dictionaries.ipynb,"{'login': 'John-Dennis-AI', 'id': 54513545, 'node_id': 'MDQ6VXNlcjU0NTEzNTQ1', 'avatar_url': 'https://avatars3.githubusercontent.com/u/54513545?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/John-Dennis-AI', 'html_url': 'https://github.com/John-Dennis-AI', 'followers_url': 'https://api.github.com/users/John-Dennis-AI/followers', 'following_url': 'https://api.github.com/users/John-Dennis-AI/following{/other_user}', 'gists_url': 'https://api.github.com/users/John-Dennis-AI/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/John-Dennis-AI/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/John-Dennis-AI/subscriptions', 'organizations_url': 'https://api.github.com/users/John-Dennis-AI/orgs', 'repos_url': 'https://api.github.com/users/John-Dennis-AI/repos', 'events_url': 'https://api.github.com/users/John-Dennis-AI/events{/privacy}', 'received_events_url': 'https://api.github.com/users/John-Dennis-AI/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200721,20200721,20200721,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/151', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/151', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/151.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/151.patch'}",closes https://github.com/Thinkful-Ed/data-science/issues/1255,
9,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/150,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/150/labels{/name},https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/150/comments,https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/issues/150/events,https://github.com/Thinkful-Ed/jupyter-notebooks/pull/150,663095377,MDExOlB1bGxSZXF1ZXN0NDU0NTcyMDgz,150,fixed conditional logic,"{'login': 'jezlax', 'id': 10966945, 'node_id': 'MDQ6VXNlcjEwOTY2OTQ1', 'avatar_url': 'https://avatars1.githubusercontent.com/u/10966945?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jezlax', 'html_url': 'https://github.com/jezlax', 'followers_url': 'https://api.github.com/users/jezlax/followers', 'following_url': 'https://api.github.com/users/jezlax/following{/other_user}', 'gists_url': 'https://api.github.com/users/jezlax/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jezlax/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jezlax/subscriptions', 'organizations_url': 'https://api.github.com/users/jezlax/orgs', 'repos_url': 'https://api.github.com/users/jezlax/repos', 'events_url': 'https://api.github.com/users/jezlax/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jezlax/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,20200721,20200721,20200721,COLLABORATOR,,"{'url': 'https://api.github.com/repos/Thinkful-Ed/jupyter-notebooks/pulls/150', 'html_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/150', 'diff_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/150.diff', 'patch_url': 'https://github.com/Thinkful-Ed/jupyter-notebooks/pull/150.patch'}","added bethany in the full logic
#closes https://github.com/Thinkful-Ed/data-analytics-bootcamp/issues/977",
