created_at,updated_at,closed_at,title,repository_url,number
20200807,20200813,20200813,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1346
20200807,20200813,20200813,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1345
20200806,20200813,NaT,[tableau calc error]User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1344
20200806,20200806,NaT,Question about Tableau 1 challenge assignment item 4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1343
20200805,20200812,20200812,User-submitted feedback for DABC-RETAIL-SALES,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1342
20200805,20200814,NaT,[clarify tableau public workbook]User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1341
20200805,20200812,20200812,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1340
20200804,20200812,20200812,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1339
20200804,20200806,20200806,[Duplicate of 1337]User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1338
20200804,20200810,20200810,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1337
20200804,20200806,20200806,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1336
20200804,20200804,20200804,Dai python update,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1335
20200804,20200806,20200806,User-submitted feedback for DABC-MARKETING-ECOMMERCE,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1334
20200804,20200806,NaT,[Auto-Grade typo] User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1333
20200804,20200806,20200806,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1332
20200804,20200806,20200806,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1331
20200804,20200805,NaT,[typo in question]User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1330
20200803,20200805,20200805,User-submitted feedback for DABC-CAREERS-JOBS,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1329
20200803,20200805,20200805,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1328
20200803,20200805,20200805,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1327
20200803,20200805,20200805,User-submitted feedback for DABC-ART-PRESENT-DATA,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1326
20200803,20200805,20200805,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1325
20200731,20200731,NaT,Re-style the JOINs syntax in SQL Foundations III exercises,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1324
20200731,20200731,20200731,[Text change-incorrect]User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1323
20200730,20200731,20200731,[incorrect sheet reference]User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1322
20200730,20200731,NaT,Improvements to Excel Foundations IV checkpoints,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1321
20200730,20200731,20200731,[non-curriculum/grading question]User-submitted feedback for DABC-SQL-EXAM,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1320
20200730,20200730,20200730,Fix issue,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1319
20200730,20200730,20200730,User-submitted feedback for DABC-WAY,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1318
20200730,20200730,NaT,[VSCode installation]  User-submitted feedback for DABC-SQL-EXAM,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1317
20200729,20200729,NaT,Repurposing product management videos for DA. ,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1316
20200729,20200729,20200729,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1315
20200729,20200729,NaT,[Conditional logic misdirection]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1314
20200729,20200803,NaT,[How do meetups work during the virus]  User-submitted feedback for da-careers-networking,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1313
20200728,20200803,20200803,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1312
20200728,20200803,20200803,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1311
20200728,20200812,20200812,[Fix upload file]  Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1310
20200728,20200728,NaT,[Confusing question]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1309
20200728,20200729,20200729,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1308
20200728,20200729,20200729,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1307
20200728,20200728,20200728,Move introducing pandas assignment to manipulating DataFrames checkpoint,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1306
20200728,20200728,20200728,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1305
20200727,20200727,20200727,Reference branch,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1304
20200727,20200728,NaT,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1303
20200727,20200728,NaT,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1302
20200727,20200727,20200727,Excel file upload,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1301
20200727,20200727,20200727,Update content.md,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1300
20200727,20200728,20200728,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1299
20200727,20200727,20200727,Instructor feedback for SQL Assessments,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1298
20200727,20200728,20200728,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1297
20200726,20200726,NaT,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1296
20200725,20200725,20200725,Copyedit 0720 quickreview,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1295
20200724,20200728,20200728,[Reword an autograd question]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1294
20200724,20200810,NaT,[Fix file upload]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1293
20200724,20200724,20200724,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1292
20200723,20200726,20200726,[rewrite another drill question]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1291
20200723,20200726,20200726,[rewrite drill question]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1290
20200723,20200724,20200724,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1289
20200723,20200814,NaT,Convert Python I-III checkpoints for Qualified autograding ,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1288
20200723,20200724,20200724,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1287
20200723,20200731,NaT,[Remove HAVING from exercise]  User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1286
20200723,20200727,20200727,Update content.md,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1285
20200722,20200722,20200722,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1284
20200722,20200726,20200726,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1283
20200521,20200523,20200523,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1082
20200520,20200521,20200521,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1081
20200520,20200526,20200526,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1080
20200520,20200520,20200520,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1079
20200519,20200519,20200519,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1078
20200519,20200519,20200519,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1077
20200519,20200519,20200519,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1076
20200519,20200526,20200526,Learnosity research/Python release ,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1075
20200518,20200519,20200519,User-submitted feedback for DAI-ORIENTATION,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1074
20200518,20200520,20200520,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1073
20200518,20200518,20200518,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1072
20200517,20200518,NaT,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1071
20200517,20200523,20200523,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1070
20200517,20200517,20200517,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1069
20200517,20200517,20200517,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1068
20200516,20200516,NaT,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1067
20200515,20200515,NaT,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1066
20200515,20200526,20200526,User-submitted feedback for DABC-PYTHON-EXAM,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1065
20200515,20200516,20200516,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1064
20200515,20200516,20200516,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1063
20200515,20200515,20200515,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1062
20200515,20200515,NaT,User-submitted feedback for DABC-PYTHON-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1061
20200515,20200526,20200526,[Problem seeing student's submission]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1060
20200514,20200515,20200515,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1059
20200514,20200515,20200515,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1058
20200514,20200515,20200515,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1057
20200514,20200514,20200514,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1056
20200514,20200515,20200515,[Student can't submit assignment]  User-submitted feedback for DAI-ORIENTATION,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1055
20200514,20200514,20200514,Copyedit 0504,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1054
20200514,20200514,20200514,Copyedit 0504,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1053
20200513,20200513,20200513,Patch add 2020 screenshot,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1052
20200513,20200513,20200513,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1051
20200513,20200514,20200514,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1050
20200513,20200514,20200514,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1049
20200513,20200529,20200529,[Data is lost on human assigned work]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1048
20200513,20200513,20200513,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1047
20200513,20200722,20200513,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1046
20200513,20200513,20200513,Patch tableau joins 2020.2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1045
20200512,20200513,20200513,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1044
20200512,20200513,20200513,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1043
20200512,20200512,20200512,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1042
20200512,20200512,20200512,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1041
20200512,20200512,20200512,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1040
20200512,20200512,20200512,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1039
20200511,20200512,20200512,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1038
20200511,20200511,20200511,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1037
20200510,20200515,20200515,[Can't select different submission types]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1036
20200510,20200511,20200511,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1035
20200507,20200512,20200512,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1034
20200507,20200511,20200511,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1033
20200507,20200523,20200523,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1032
20200507,20200523,20200523,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1031
20200507,20200507,20200507,Testing,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1030
20200507,20200507,20200507,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1029
20200507,20200507,20200507,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1028
20200507,20200507,20200507,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1027
20200507,20200507,20200507,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1026
20200506,20200714,20200714,[Stats don't match]  User-submitted feedback for DABC-STATS-EXCEL,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1025
20200506,20200507,20200507,User-submitted feedback for DABC-CAPSTONE-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1024
20200505,20200517,20200517,Add scroll jumps,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1023
20200505,20200728,20200728,[Cells are not formatted right]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1022
20200505,20200505,20200505,Add sumproduct screenshots. ,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1021
20200505,20200505,20200505,User-submitted feedback for DABC-CAPSTONE-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1020
20200504,20200504,20200504,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1019
20200504,20200504,20200504,Release learnosity for tableau,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1018
20200504,20200504,20200504,removes assignments to replace with learnosity,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1017
20200504,20200504,20200504,removes assignments to replace with learnosity,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1016
20200504,20200507,20200507,[Typo in solutions file]User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1015
20200504,20200504,20200504,removes assignments to replace with learnosity,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1014
20200504,20200504,20200504,Learnosity sql tableau release,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1013
20200504,20200505,20200505,[Wrong keyboard shortcut]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1012
20200503,20200505,20200505,[Mistake with video explanation]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1011
20200503,20200504,20200504,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1010
20200503,20200526,20200526,[Where is the button to submit?]   User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1009
20200502,20200516,20200516,[Help w careers keywords]  User-submitted feedback for DABC-CAREERS-JOBS,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1008
20200429,20200504,20200504,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1007
20200429,20200505,20200505,[Number of arguments taken]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1006
20200429,20200505,20200505,[Unclear autograding question]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1005
20200429,20200505,20200505,[Explain drill q better]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1004
20200429,20200515,20200515,[Jupyter rebuild]  User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1003
20200429,20200505,20200505,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1002
20200428,20200505,20200505,User-submitted feedback for DABC-PYTHON-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1001
20200428,20200505,20200505,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1000
20200428,20200505,20200505,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,999
20200428,20200505,20200505,[Connection instructions unclear]  User-submitted feedback for DABC-PYTHON-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,998
20200428,20200505,20200505,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,997
20200428,20200505,20200505,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,996
20200427,20200505,20200505,User-submitted feedback for DABC-PYTHON-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,995
20200426,20200517,20200517,[Scoll to sections]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,994
20200426,20200505,20200505,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,993
20200426,20200515,20200515,User-submitted feedback for DABC-ORIENTATION,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,992
20200425,20200722,NaT,[What statistic to use]  User-submitted feedback for DABC-MARKETING-ECOMMERCE,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,991
20200424,20200714,20200714,[Treatment and control groups are switched]  User-submitted feedback for DABC-MARKETING-ECOMMERCE,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,990
20200424,20200722,NaT,[Z test setup is confusing]  User-submitted feedback for DABC-MARKETING-ECOMMERCE,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,989
20200424,20200424,20200424,User-submitted feedback for DABC-WAY,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,988
20200424,20200424,20200424,Copyedit 0413,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,987
20200423,20200423,20200423,User-submitted feedback for DABC-PYTHON-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,986
20200423,20200423,20200423,User-submitted feedback for DABC-PYTHON-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,985
20200422,20200423,20200423,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,984
20200422,20200423,20200423,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,983
20200625,20200629,20200629,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1182
20200625,20200709,20200709,[Explain SQL counting better]  Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1181
20200625,20200717,20200717,[pgAdmin install questions]  Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1180
20200625,20200803,NaT,Question from the Editing Team,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1179
20200625,20200626,NaT,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1178
20200624,20200629,20200629,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1177
20200624,20200624,20200624,adds new careers modules,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1176
20200624,20200629,20200629,User-submitted feedback for DABC-TABLEAU-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1175
20200624,20200624,20200624,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1174
20200624,20200710,NaT,[Fix a charts question]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1173
20200622,20200626,20200626,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1172
20200622,20200622,20200622,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1171
20200622,20200622,20200622,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1170
20200621,20200722,20200626,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1169
20200621,20200622,20200622,User-submitted feedback for DABC-PYTHON-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1168
20200620,20200620,20200620,Copyedit 0610,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1167
20200619,20200622,20200622,User-submitted feedback for DABC-SQL-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1166
20200619,20200622,20200622,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1165
20200619,20200706,NaT,[Consolidate the workbooks - backlog]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1164
20200617,20200706,20200706,User-submitted feedback for DABC-SQL-3,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1163
20200617,20200625,20200625,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-4,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1162
20200616,20200617,NaT,User-submitted feedback for DABC-SQL-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1161
20200616,20200722,NaT,[Remove data from starter worksheet]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1160
20200616,20200616,20200616,User-submitted feedback for DABC-EXCEL-FOUNDATIONS-2,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1159
20200616,20200616,20200616,User-submitted feedback for DABC-MARKETING-ECOMMERCE,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1158
20200616,20200716,20200716,[We are now asking them to share a link earlier]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1157
20200616,20200721,20200721,[Delete the check row or not?]  User-submitted feedback for DABC-EXCEL-FOUNDATIONS-1,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1156
20200615,20200619,20200619,adding a single column table for copy/paste purposes,https://api.github.com/repos/Thinkful-Ed/data-analytics-bootcamp,1155
